sample,unityFrame,time,phase,x,y,scanX,scanY,originMismatch,maxAdjacentJump,maxAdjacentIndex,maxRayDelta,changedRays,bigChangedRays,indoorActive,surfaceActive,nextScanIn
19,1702,41.16148,approach,-39.2,45.35542,-39.2,45.3917,0.03627396,15.41374,117,0,0,0,1,1,0.02135849
20,1703,41.18118,approach,-39.2,45.33729,-39.2,45.33729,0,15.42645,119,15.41374,172,5,1,1,0.06666565
21,1704,41.20247,approach,-39.2,45.31915,-39.2,45.33729,0.01813507,15.42645,119,0,0,0,1,1,0.04537582
22,1705,41.22449,approach,-39.2,45.30102,-39.2,45.33729,0.03627014,15.42645,119,0,0,0,1,1,0.02335358
23,1706,41.24246,approach,-39.2,45.28288,-39.2,45.28288,0,15.50485,116,15.41964,171,4,1,1,0.06666565
24,1707,41.26514,approach,-39.2,45.26475,-39.2,45.28288,0.01813507,15.50485,116,0,0,0,1,1,0.04398727
25,1708,41.29225,approach,-39.2,45.24661,-39.2,45.28288,0.03627014,15.50485,116,0,0,0,1,1,0.01687622
26,1709,41.32055,approach,-39.2,45.22847,-39.2,45.22847,0,15.51792,118,15.50485,169,5,1,1,0.06666565
27,1710,41.34299,approach,-39.2,45.21034,-39.2,45.22847,0.01813507,15.51792,118,0,0,0,1,1,0.04422379
28,1711,41.36274,approach,-39.2,45.1922,-39.2,45.22847,0.03627014,15.51792,118,0,0,0,1,1,0.0244751
29,1712,41.38078,approach,-39.2,45.17407,-39.2,45.17407,0,15.58593,115,15.509,171,4,1,1,0.06666565
30,1713,41.39994,approach,-39.2,45.15593,-39.2,45.17407,0.01813507,15.58593,115,0,0,0,1,1,0.04750061
31,1714,41.41967,approach,-39.2,45.1378,-39.2,45.17407,0.03627014,15.58593,115,0,0,0,1,1,0.02776718
32,1715,41.47639,approach,-39.2,45.11966,-39.2,45.11966,0,15.60812,117,15.58593,171,4,1,1,0.06666565
33,1716,41.49679,approach,-39.2,45.10153,-39.2,45.11966,0.01813507,15.60812,117,0,0,0,1,1,0.04626465
34,1717,41.51706,approach,-39.2,45.08339,-39.2,45.11966,0.03627396,15.60812,117,0,0,0,1,1,0.02599335
35,1718,41.53575,approach,-39.2,45.06525,-39.2,45.06525,0,15.65941,117,1.549626,170,2,1,1,0.06666565
36,1719,41.55313,approach,-39.2,45.04712,-39.2,45.06525,0.01813507,15.65941,117,0,0,0,1,1,0.04928589
37,1720,41.57093,approach,-39.2,45.02898,-39.2,45.06525,0.03627014,15.65941,117,0,0,0,1,1,0.03147888
38,1721,41.58738,approach,-39.2,45.01085,-39.2,45.01085,0,15.70885,113,15.69739,172,4,1,1,0.06666565
39,1722,41.60725,approach,-39.2,44.99271,-39.2,45.01085,0.01813507,15.70885,113,0,0,0,1,1,0.04680252
40,1723,41.62694,approach,-39.2,44.97458,-39.2,45.01085,0.03627014,15.70885,113,0,0,0,1,1,0.02710724
41,1724,41.64531,approach,-39.2,44.95644,-39.2,44.95644,0,15.72333,113,15.68524,173,3,1,1,0.06666565
42,1725,41.66396,approach,-39.2,44.9383,-39.2,44.95644,0.01813507,15.72333,113,0,0,0,1,1,0.04800797
43,1726,41.68604,approach,-39.2,44.92017,-39.2,44.95644,0.03627014,15.72333,113,0,0,0,1,1,0.02593613
44,1727,41.70666,approach,-39.2,44.90203,-39.2,44.90203,0,15.78604,115,15.72333,174,3,1,1,0.06666565
45,1728,41.72611,approach,-39.2,44.8839,-39.2,44.90203,0.01813507,15.78604,115,0,0,0,1,1,0.04721451
46,1729,41.74477,approach,-39.2,44.86576,-39.2,44.90203,0.03627014,15.78604,115,0,0,0,1,1,0.02855682
47,1730,41.80355,approach,-39.2,44.84763,-39.2,44.84763,0,15.82771,111,15.78175,171,3,1,1,0.06666565
48,1731,41.82947,approach,-39.2,44.82949,-39.2,44.84763,0.01813889,15.82771,111,0,0,0,1,1,0.0407486
49,1732,41.84961,approach,-39.2,44.81136,-39.2,44.84763,0.03627396,15.82771,111,0,0,0,1,1,0.02061462
50,1733,41.86774,approach,-39.2,44.79322,-39.2,44.79322,0,15.87439,114,1.299108,170,2,1,1,0.06666565
51,1734,41.89178,approach,-39.2,44.77509,-39.2,44.79322,0.01813507,15.87439,114,0,0,0,1,1,0.04262543
52,1735,41.91692,approach,-39.2,44.75695,-39.2,44.79322,0.03627014,15.87439,114,0,0,0,1,1,0.01749039
53,1736,41.93597,approach,-39.2,44.73882,-39.2,44.73882,0,15.90949,113,15.90949,172,3,1,1,0.06666565
54,1737,41.95356,approach,-39.2,44.72068,-39.2,44.73882,0.01813507,15.90949,113,0,0,0,1,1,0.04908371
55,1738,41.96968,approach,-39.2,44.70255,-39.2,44.73882,0.03627014,15.90949,113,0,0,0,1,1,0.0329628
56,1739,41.98813,approach,-39.2,44.68441,-39.2,44.68441,0,15.92505,109,15.8934,173,3,1,1,0.06666565
57,1740,42.00534,approach,-39.2,44.66627,-39.2,44.68441,0.01813507,15.92505,109,0,0,0,1,1,0.04945374
58,1741,42.02329,approach,-39.2,44.64814,-39.2,44.68441,0.03627014,15.92505,109,0,0,0,1,1,0.03150177
59,1742,42.0455,approach,-39.2,44.63,-39.2,44.63,0,15.99761,112,15.92505,173,2,1,1,0.06666565
60,1743,42.06967,parallel,-39.7,44.36,-39.7,44.36,0,16.50724,111,16.50996,132,17,1,1,0.06666565
61,1744,42.09069,parallel,-39.68151,44.37008,-39.7,44.36,0.0210567,16.50724,111,0,0,0,1,1,0.04564667
62,1745,42.17332,parallel,-39.66302,44.38017,-39.66302,44.38017,0,16.47884,116,0.1746936,94,0,1,1,0.06666565
63,1746,42.20275,parallel,-39.64454,44.39025,-39.66302,44.38017,0.0210567,16.47884,116,0,0,0,1,1,0.03723526
64,1747,42.22796,parallel,-39.62605,44.40034,-39.66302,44.38017,0.04211523,16.47884,116,0,0,0,1,1,0.01202774
65,1748,42.25386,parallel,-39.60756,44.41042,-39.60756,44.41042,0,16.41923,115,16.45749,94,2,1,1,0.06666565
66,1749,42.27683,parallel,-39.58908,44.42051,-39.60756,44.41042,0.02105853,16.41923,115,0,0,0,1,1,0.04369736
67,1750,42.29958,parallel,-39.57059,44.43059,-39.60756,44.41042,0.04211858,16.41923,115,0,0,0,1,1,0.02095032
68,1751,42.31861,parallel,-39.5521,44.44067,-39.5521,44.44067,0,16.34164,110,16.30808,95,2,1,1,0.06666565
69,1752,42.34146,parallel,-39.53362,44.45076,-39.5521,44.44067,0.0210567,16.34164,110,0,0,0,1,1,0.04381943
70,1753,42.36301,parallel,-39.51513,44.46084,-39.5521,44.44067,0.04211858,16.34164,110,0,0,0,1,1,0.02226639
71,1754,42.38406,parallel,-39.49664,44.47092,-39.49664,44.47092,0,16.30564,114,0.2637782,94,0,1,1,0.06666565
72,1755,42.4052,parallel,-39.47815,44.48101,-39.49664,44.47092,0.02105853,16.30564,114,0,0,0,1,1,0.04552841
73,1756,42.42741,parallel,-39.45966,44.49109,-39.49664,44.47092,0.04211858,16.30564,114,0,0,0,1,1,0.02331543
74,1757,42.44875,parallel,-39.44118,44.50118,-39.44118,44.50118,0,16.2311,109,16.26924,94,3,1,1,0.06666565
75,1758,42.4719,parallel,-39.42269,44.51126,-39.44118,44.50118,0.0210567,16.2311,109,0,0,0,1,1,0.04352188
76,1759,42.49279,parallel,-39.4042,44.52135,-39.44118,44.50118,0.04211858,16.2311,109,0,0,0,1,1,0.02262878
77,1760,42.5665,parallel,-39.38572,44.53143,-39.38572,44.53143,0,16.18814,113,0.2222757,92,0,1,1,0.06666565
78,1761,42.59701,parallel,-39.36723,44.54151,-39.38572,44.53143,0.02106005,16.18814,113,0,0,0,1,1,0.0361557
79,1762,42.61891,parallel,-39.34874,44.5516,-39.38572,44.53143,0.04211858,16.18814,113,0,0,0,1,1,0.01425171
80,1763,42.6435,parallel,-39.33025,44.56168,-39.33025,44.56168,0,16.09034,109,16.06862,96,2,1,1,0.06666565
81,1764,42.66224,parallel,-39.31176,44.57177,-39.33025,44.56168,0.02106188,16.09034,109,0,0,0,1,1,0.04792404
82,1765,42.68342,parallel,-39.29328,44.58185,-39.33025,44.56168,0.04211858,16.09034,109,0,0,0,1,1,0.02674484
83,1766,42.7069,parallel,-39.27479,44.59193,-39.27479,44.59193,0,16.06617,112,0.1932104,95,0,1,1,0.06666565
84,1767,42.73198,parallel,-39.2563,44.60202,-39.27479,44.59193,0.02106005,16.06617,112,0,0,0,1,1,0.0415802
85,1768,42.75479,parallel,-39.23782,44.6121,-39.27479,44.59193,0.04211858,16.06617,112,0,0,0,1,1,0.01877213
86,1769,42.77493,parallel,-39.21933,44.62218,-39.21933,44.62218,0,16.01332,112,16.01996,96,2,1,1,0.06666565
87,1770,42.79629,parallel,-39.20084,44.63227,-39.21933,44.62218,0.02106188,16.01332,112,0,0,0,1,1,0.04530716
88,1771,42.82035,parallel,-39.18235,44.64235,-39.21933,44.62218,0.04211858,16.01332,112,0,0,0,1,1,0.02124786
89,1772,42.84449,parallel,-39.16387,44.65244,-39.16387,44.65244,0,15.91936,108,15.88806,91,2,1,1,0.06666565
90,1773,42.86497,parallel,-39.14538,44.66252,-39.16387,44.65244,0.02106005,15.91936,108,0,0,0,1,1,0.04618073
91,1774,42.88503,parallel,-39.12689,44.67261,-39.16387,44.65244,0.04211858,15.91936,108,0,0,0,1,1,0.02613068
92,1775,42.94531,parallel,-39.1084,44.68269,-39.1084,44.68269,0,15.88551,111,1.297487,92,1,1,1,0.06666565
93,1776,42.97125,parallel,-39.08992,44.69278,-39.1084,44.68269,0.02105853,15.88551,111,0,0,0,1,1,0.04072952
94,1777,42.99383,parallel,-39.07143,44.70286,-39.1084,44.68269,0.04211523,15.88551,111,0,0,0,1,1,0.01814651
95,1778,43.01555,parallel,-39.05294,44.71294,-39.05294,44.71294,0,15.83188,111,1.292121,94,1,1,1,0.06666565
96,1779,43.03878,parallel,-39.03445,44.72303,-39.05294,44.71294,0.02105853,15.83188,111,0,0,0,1,1,0.04343414
97,1780,43.06778,parallel,-39.01597,44.73311,-39.05294,44.71294,0.04211523,15.83188,111,0,0,0,1,1,0.014431
98,1781,43.09423,parallel,-38.99748,44.74319,-38.99748,44.74319,0,15.77825,111,1.295151,98,1,1,1,0.06666565
99,1782,43.12248,parallel,-38.97899,44.75328,-38.99748,44.74319,0.0210567,15.77825,111,0,0,0,1,1,0.038414
100,1783,43.15465,parallel,-38.96051,44.76336,-38.99748,44.74319,0.04211523,15.77825,111,0,0,0,1,1,0.006240845
101,1784,43.18604,parallel,-38.94202,44.77345,-38.94202,44.77345,0,15.69736,110,15.69736,97,2,1,1,0.06666565
102,1785,43.23045,parallel,-38.92353,44.78353,-38.94202,44.77345,0.02105853,15.69736,110,0,0,0,1,1,0.02225876
103,1786,43.27262,parallel,-38.90504,44.79361,-38.90504,44.79361,0,15.66104,110,15.64513,95,2,1,1,0.06666565
104,1787,43.29934,parallel,-38.88655,44.8037,-38.90504,44.79361,0.02105853,15.66104,110,0,0,0,1,1,0.03994751
105,1788,43.32154,parallel,-38.86807,44.81378,-38.90504,44.79361,0.04211523,15.66104,110,0,0,0,1,1,0.01774597
106,1789,43.34078,parallel,-38.84958,44.82387,-38.84958,44.82387,0,15.60655,110,1.341697,96,2,1,1,0.06666565
107,1790,43.40121,parallel,-38.83109,44.83395,-38.84958,44.82387,0.0210567,15.60655,110,0,0,0,1,1,0.006229401
108,1791,43.4275,parallel,-38.81261,44.84404,-38.81261,44.84404,0,15.57022,110,1.309952,95,2,1,1,0.06666565
109,1792,43.45337,parallel,-38.79412,44.85412,-38.81261,44.84404,0.02106005,15.57022,110,0,0,0,1,1,0.04079437
110,1793,43.47514,parallel,-38.77563,44.8642,-38.81261,44.84404,0.04211858,15.57022,110,0,0,0,1,1,0.01902771
111,1794,43.49617,parallel,-38.75714,44.87429,-38.75714,44.87429,0,15.51574,110,1.36704,98,2,1,1,0.06666565
112,1795,43.51773,parallel,-38.73866,44.88437,-38.75714,44.87429,0.02106005,15.51574,110,0,0,0,1,1,0.04509735
113,1796,43.53746,parallel,-38.72017,44.89445,-38.75714,44.87429,0.04211858,15.51574,110,0,0,0,1,1,0.02537155
114,1797,43.55541,parallel,-38.70168,44.90454,-38.70168,44.90454,0,15.46125,110,1.427697,96,3,1,1,0.06666565
115,1798,43.57313,parallel,-38.68319,44.91462,-38.70168,44.90454,0.02105853,15.46125,110,0,0,0,1,1,0.04894257
116,1799,43.5932,parallel,-38.66471,44.92471,-38.70168,44.90454,0.04211523,15.46125,110,0,0,0,1,1,0.02887344
117,1800,43.61041,parallel,-38.64625,44.93473,-38.64625,44.93473,0,15.37141,109,15.37141,99,5,1,1,0.06666565
118,1801,43.62883,parallel,-38.63537,44.92937,-38.64625,44.93473,0.01212974,15.37141,109,0,0,0,1,1,0.04824066
119,1802,43.64616,parallel,-38.62437,44.92425,-38.64625,44.93473,0.02425747,15.37141,109,0,0,0,1,1,0.03091049
120,1803,43.66597,parallel,-38.61366,44.91854,-38.64625,44.93473,0.03639049,15.37141,109,0,0,0,1,1,0.01110458
121,1804,43.68537,parallel,-38.57671,44.96612,-38.57671,44.96612,0,15.30871,109,1.533134,108,7,1,1,0.06666565
122,1805,43.74124,parallel,-38.59191,44.90781,-38.59191,44.90781,0,15.37599,109,15.2475,177,4,1,1,0.06666565
123,1806,43.76807,parallel,-38.57142,44.92195,-38.59191,44.90781,0.02489279,15.37599,109,0,0,0,1,1,0.03983688
124,1807,43.78982,parallel,-38.54287,44.95247,-38.54287,44.95247,0,15.30831,109,1.465299,176,6,1,1,0.06666565
125,1808,43.81112,parallel,-38.53335,44.94434,-38.54287,44.95247,0.01252169,15.30831,109,0,0,0,1,1,0.04536057
126,1809,43.83022,parallel,-38.49883,44.98697,-38.49883,44.98697,0,15.25339,109,1.390455,171,6,1,1,0.06666565
127,1810,43.84865,parallel,-38.48912,44.97923,-38.49883,44.98697,0.01241378,15.25339,109,0,0,0,1,1,0.04823685
128,1811,43.87218,parallel,-38.48917,44.9517,-38.49883,44.98697,0.03656765,15.25339,109,0,0,0,1,1,0.02470779
129,1812,43.89079,parallel,-38.46497,44.97345,-38.49883,44.98697,0.03645706,15.25339,109,0,0,0,1,1,0.006092072
130,1813,43.90947,parallel,-38.46925,44.93746,-38.46925,44.93746,0,15.25136,108,15.25136,177,1,1,1,0.06666565
131,1814,43.92783,parallel,-38.47433,44.89991,-38.46925,44.93746,0.03789787,15.25136,108,0,0,0,1,1,0.04830933
132,1815,43.94767,parallel,-38.43074,44.96074,-38.46925,44.93746,0.04500237,15.25136,108,0,0,0,1,1,0.02846909
133,1816,43.96848,parallel,-38.37737,45.04154,-38.37737,45.04154,0,15.10049,108,1.597569,173,14,1,1,0.06666565
134,1817,43.9898,parallel,-38.30568,45.16052,-38.30568,45.16052,0,0,-1,17.42606,180,94,1,1,0.06666565
135,1818,44.04977,parallel,-38.20936,45.33277,-38.20936,45.33277,0,2.232606,88,4.177007,180,106,1,1,0.06666565
136,1819,44.13609,parallel,-38.19183,45.34218,-38.19183,45.34218,0,2.386277,89,2.391525,132,1,1,1,0.06666565
137,1820,44.27242,parallel,-38.18058,45.33669,-38.18058,45.33669,0,2.408354,89,0.0705511,57,0,1,1,0.06666565
138,1821,44.35447,parallel,-38.16935,45.33113,-38.16935,45.33113,0,2.231394,88,2.372432,56,1,1,1,0.06666565
139,1822,44.44782,parallel,-38.15812,45.32561,-38.15812,45.32561,0,2.252594,88,0.08980227,56,0,1,1,0.06666565
140,1823,44.54115,parallel,-38.14698,45.31987,-38.14698,45.31987,0,2.274727,88,0.1033962,55,0,1,1,0.06666565
141,1824,44.61488,parallel,-38.13725,45.31519,-38.13725,45.31519,0,2.103118,87,2.230742,33,2,1,1,0.06666565
142,1825,44.6686,parallel,-38.12571,45.30952,-38.13725,45.31519,0.0128583,2.103118,87,0,0,0,1,1,0.0129509
143,1826,44.72994,parallel,-38.04768,45.26284,-38.04768,45.26284,0,1.931391,85,2.092848,141,3,1,1,0.06666565
144,1827,44.78376,parallel,-38.04753,45.20915,-38.04753,45.20915,0,1.858327,83,2.06649,179,2,1,1,0.06666565
145,1828,44.82541,parallel,-38.0475,45.21714,-38.04753,45.20915,0.00799565,1.858327,83,0,0,0,1,1,0.02500916
146,1829,44.86423,parallel,-38.04757,45.22723,-38.04757,45.22723,0,1.935005,84,1.930975,175,1,1,1,0.06666565
147,1830,44.91618,parallel,-38.05048,45.25031,-38.04757,45.22723,0.02326552,1.935005,84,0,0,0,1,1,0.0147171
148,1831,44.96729,parallel,-38.05273,45.25603,-38.05273,45.25603,0,1.969437,85,1.997758,176,1,1,1,0.06666565
149,1832,45.0018,parallel,-38.05418,45.25769,-38.05273,45.25603,0.00219549,1.969437,85,0,0,0,1,1,0.03215027
150,1833,45.06718,parallel,-38.03613,45.26756,-38.03613,45.26756,0,2.088054,86,2.084692,136,1,1,1,0.06666565
151,1834,45.1404,parallel,-38.01765,45.27765,-38.01765,45.27765,0,2.030831,86,0.3494332,136,0,1,1,0.06666565
152,1835,45.26728,parallel,-37.99916,45.28773,-37.99916,45.28773,0,2.174762,87,2.16499,134,1,1,1,0.06666565
153,1836,45.41436,parallel,-37.98067,45.29782,-37.98067,45.29782,0,2.123342,87,0.06948066,134,0,1,1,0.06666565
154,1837,45.48996,parallel,-37.96218,45.3079,-37.96218,45.3079,0,2.287754,88,2.275735,135,1,1,1,0.06666565
155,1838,45.5691,parallel,-37.9437,45.31799,-37.9437,45.31799,0,2.240998,88,0.1963537,134,0,1,1,0.06666565
156,1839,45.6865,parallel,-37.92521,45.32807,-37.92521,45.32807,0,2.428399,89,2.415244,134,1,1,1,0.06666565
157,1840,45.80235,parallel,-37.90672,45.33815,-37.90672,45.33815,0,2.385472,89,0.1174222,132,0,1,1,0.06666565
158,1841,45.92728,parallel,-37.88824,45.34824,-37.88824,45.34824,0,2.34256,89,0.1099404,132,0,1,1,0.06666565
159,1842,45.9978,parallel,-37.86975,45.35832,-37.86975,45.35832,0,2.560104,90,2.54327,135,1,1,1,0.06666565
160,1843,46.04073,parallel,-37.85126,45.3684,-37.86975,45.35832,0.0210567,2.560104,90,0,0,0,1,1,0.02373123
161,1844,46.07687,parallel,-37.83277,45.37849,-37.83277,45.37849,0,2.480623,90,0.3413734,135,0,1,1,0.06666565
162,1845,46.11308,parallel,-37.81429,45.38857,-37.83277,45.37849,0.0210567,2.480623,90,0,0,0,1,1,0.03046417
163,1846,46.14474,parallel,-37.7958,45.39865,-37.7958,45.39865,0,2.695962,91,2.713296,136,1,1,1,0.06666565
164,1847,46.17599,parallel,-37.77731,45.40874,-37.7958,45.39865,0.02106188,2.695962,91,0,0,0,1,1,0.03541946
165,1848,46.22047,parallel,-37.75882,45.41882,-37.75882,45.41882,0,2.95328,92,2.969319,133,1,1,1,0.06666565
166,1849,46.25451,parallel,-37.74034,45.42891,-37.75882,45.41882,0.02105853,2.95328,92,0,0,0,1,1,0.03263474
167,1850,46.32634,parallel,-37.72185,45.43899,-37.72185,45.43899,0,2.883723,92,0.2740829,131,0,1,1,0.06666565
168,1851,46.36701,parallel,-37.70336,45.44908,-37.72185,45.43899,0.02105853,2.883723,92,0,0,0,1,1,0.02599716
169,1852,46.3932,parallel,-37.68488,45.45916,-37.68488,45.45916,0,15.23585,178,15.08071,132,2,1,1,0.06666565
170,1853,46.42507,parallel,-37.66639,45.46925,-37.68488,45.45916,0.02106188,15.23585,178,0,0,0,1,1,0.03479767
171,1854,46.45216,parallel,-37.6479,45.47933,-37.68488,45.45916,0.04211858,15.23585,178,0,0,0,1,1,0.007709503
172,1855,46.48335,parallel,-37.62941,45.48941,-37.62941,45.48941,0,3.099239,93,14.81987,132,1,1,1,0.06666565
173,1856,46.51627,parallel,-37.61092,45.4995,-37.62941,45.48941,0.02106005,3.099239,93,0,0,0,1,1,0.03374863
174,1857,46.54185,parallel,-37.59244,45.50958,-37.62941,45.48941,0.04211858,3.099239,93,0,0,0,1,1,0.008163452
175,1858,46.56428,parallel,-37.57395,45.51966,-37.57395,45.51966,0,3.160418,94,3.196398,131,1,1,1,0.06666565
176,1859,46.59065,parallel,-37.55546,45.52975,-37.57395,45.51966,0.02105853,3.160418,94,0,0,0,1,1,0.04029846
177,1860,46.61771,parallel,-37.53698,45.53983,-37.57395,45.51966,0.04211523,3.160418,94,0,0,0,1,1,0.013237
178,1861,46.6446,parallel,-37.51849,45.54992,-37.51849,45.54992,0,15.39645,177,15.20912,135,2,1,1,0.06666565
179,1862,46.67684,parallel,-37.5,45.56,-37.51849,45.54992,0.0210567,15.39645,177,0,0,0,1,1,0.03442764
